user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;mod
795;56-65;female;Santa Barbara;Christian;Married;Production transportation and material moving;Left;Homosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.146597;4
794;46-55;male;Santa Barbara;Hindu;Single;Professional;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.183246;3
793;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.256545;3
792;18-25;female;Boston;Muslim;Married;Service;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.141361;0
791;66-75;male;Winthrop;Christian;Single;Natural resources construction and maintenance;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.225131;6
790;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.172775;2
789;46-55;female;Santa Barbara;Muslim;Divorced;Manager;Center Right;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.308901;3
788;46-55;female;Boston;Jewish;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.136126;6
787;46-55;male;San Jose;Christian;Widowed;Natural resources construction and maintenance;Center;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.178010;3
786;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.240838;3
785;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.277487;3
784;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.225131;6
783;36-45;male;Boston;No religious affiliation;Single;Student;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.361257;0
782;46-55;male;Santa Barbara;Hindu;Single;Sales and office;Right;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.329843;3
781;36-45;male;Boston;Buddhist;Single;Service;Right;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.502618;2
780;18-25;male;Cambridge;Christian;Single;Manager;Center Right;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.198953;8
779;26-35;female;Boston;Buddhist;Single;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.172775;2
778;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.230366;8
777;66-75;male;Palo Alto;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.178010;4
776;26-35;male;Palo Alto;Muslim;Married;Sales and office;Right;Asexual;LOW;entertainment;entertainment;music artist;YES;0.246073;8
775;26-35;female;Cambridge;Sikh;Married;Professional;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.240838;2
774;26-35;male;Cambridge;Buddhist;Widowed;Sales and office;Left;Asexual;LOW;music artist;music artist;entertainment;YES;0.267016;2
773;36-45;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.099476;2
772;46-55;female;Palo Alto;Christian;Single;Natural resources construction and maintenance;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.214660;3
771;56-65;male;San Jose;Muslim;Single;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.256545;7
770;56-65;male;Palo Alto;Hindu;Divorced;Natural resources construction and maintenance;Left;Bisexual;LOW;tv show;drink brand;soccer club;YES;0.298429;3
769;26-35;male;Winthrop;Jewish;Single;Professional;Far Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.267016;6
768;46-55;female;Santa Barbara;Other Religions;Single;Student;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.277487;4
767;26-35;female;Santa Barbara;Muslim;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.345550;2
766;26-35;female;Winthrop;Hindu;Widowed;Service;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.397906;2
765;56-65;male;Santa Barbara;Christian;Married;Production transportation and material moving;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.146597;4
764;66-75;female;San Jose;Christian;Divorced;Student;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.256545;4
763;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.162304;2
762;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.319372;4
761;66-75;female;Palo Alto;Christian;Married;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.256545;4
760;56-65;female;Palo Alto;Christian;Single;Production transportation and material moving;Left;Bisexual;MEDIUM;music artist;music artist;entertainment;YES;0.267016;4
759;46-55;female;Cambridge;Buddhist;Single;Service;Center Left;Asexual;LOW;music artist;music artist;entertainment;NO;0.335079;2
758;26-35;male;Boston;Christian;Divorced;Student;Center Left;Asexual;LOW;music artist;music artist;entertainment;NO;0.450262;2
757;26-35;female;Winthrop;Christian;Single;Sales and office;Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.251309;6
756;66-75;male;San Jose;Hindu;Widowed;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.345550;7
755;26-35;male;Boston;Hindu;Single;Sales and office;Left;Bisexual;LOW;tv show;drink brand;soccer club;YES;0.345550;2
754;18-25;male;Cambridge;Christian;Married;Service;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.476440;2
753;66-75;female;Palo Alto;Buddhist;Widowed;Student;Center;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.314136;2
752;66-75;male;San Jose;Christian;Married;Production transportation and material moving;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.471204;4
751;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.439791;2
750;66-75;male;Boston;Buddhist;Divorced;Sales and office;Center;Bisexual;LOW;music artist;music artist;entertainment;NO;0.565445;2
749;26-35;male;Winthrop;No religious affiliation;Married;Production transportation and material moving;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.052356;0
748;46-55;female;Winthrop;Muslim;Single;Service;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.073298;5
747;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.057592;5
746;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.094241;5
745;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;MEDIUM;music artist;music artist;entertainment;YES;0.057592;2
744;36-45;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.083770;2
743;26-35;male;Winthrop;Muslim;Divorced;Professional;Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.068063;5
742;26-35;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.120419;5
741;56-65;male;San Jose;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.073298;7
740;26-35;female;Cambridge;Buddhist;Divorced;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.068063;2
739;18-25;female;Winthrop;Buddhist;Widowed;Manager;Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.078534;2
738;56-65;female;Santa Barbara;Hindu;Single;Sales and office;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.136126;3
737;18-25;male;San Jose;Muslim;Single;Professional;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.109948;5
736;56-65;female;Santa Barbara;Christian;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.141361;5
735;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;entertainment;entertainment;entertainment;YES;0.141361;2
734;18-25;female;Winthrop;Muslim;Single;Manager;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.167539;5
733;26-35;female;Boston;No religious affiliation;Married;Service;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.073298;0
732;66-75;male;Cambridge;Hindu;Married;Production transportation and material moving;Left;Bisexual;LOW;tv show;drink brand;soccer club;YES;0.151832;2
731;18-25;male;San Jose;Christian;Widowed;Production transportation and material moving;Center;Homosexual;LOW;music artist;music artist;entertainment;NO;0.104712;4
730;36-45;male;Boston;Christian;Married;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.136126;0
729;18-25;female;Boston;No religious affiliation;Widowed;Professional;Far Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.157068;0
728;18-25;female;Winthrop;Muslim;Single;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.167539;5
727;26-35;female;Cambridge;Buddhist;Single;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.183246;2
726;46-55;male;Boston;Hindu;Married;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.267016;0
725;36-45;male;Cambridge;No religious affiliation;Married;Sales and office;Center;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.104712;0
724;66-75;male;Santa Barbara;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.178010;0
723;18-25;female;Boston;Christian;Single;Manager;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.125654;2
722;26-35;male;San Jose;Christian;Single;Service;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.246073;2
721;46-55;male;Boston;Buddhist;Married;Professional;Far Left;Bisexual;MEDIUM;entertainment;entertainment;music artist;YES;0.146597;2
720;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.219895;2
719;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.214660;0
718;76-85;female;Winthrop;Sikh;Married;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.345550;2
717;18-25;male;Santa Barbara;Muslim;Married;Student;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.104712;5
716;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.099476;2
715;26-35;female;Boston;Buddhist;Married;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.162304;2
714;26-35;female;San Jose;Buddhist;Single;Manager;Center Left;Bisexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.099476;2
713;26-35;female;Winthrop;Muslim;Single;Professional;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.141361;5
712;56-65;male;Winthrop;Buddhist;Married;Manager;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.146597;2
711;18-25;female;Boston;Muslim;Single;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.225131;5
710;46-55;male;Santa Barbara;Buddhist;Widowed;Production transportation and material moving;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.089005;3
709;36-45;female;Palo Alto;Buddhist;Single;Manager;Far Left;Bisexual;MEDIUM;entertainment;entertainment;music artist;YES;0.130890;2
708;26-35;female;San Jose;Buddhist;Single;Manager;Left;Homosexual;MEDIUM;music artist;music artist;entertainment;YES;0.109948;2
707;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.209424;5
706;18-25;male;San Jose;Jewish;Widowed;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.151832;4
705;56-65;female;San Jose;Muslim;Single;Professional;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.251309;5
704;56-65;female;San Jose;Muslim;Married;Service;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.183246;2
703;56-65;female;Cambridge;Buddhist;Married;Student;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.356021;2
702;56-65;male;Palo Alto;Buddhist;Married;Production transportation and material moving;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.052356;9
701;26-35;female;Winthrop;Muslim;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.178010;5
700;26-35;male;Cambridge;Buddhist;Single;Manager;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.151832;2
699;26-35;female;Boston;Christian;Single;Student;Left;Bisexual;LOW;drink brand;drink brand;entertainment;YES;0.246073;2
698;18-25;male;Winthrop;Muslim;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.183246;5
697;26-35;female;Winthrop;Muslim;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.261780;5
696;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.219895;2
695;56-65;male;San Jose;Buddhist;Married;Manager;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.376963;2
694;26-35;female;Boston;Buddhist;Divorced;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.141361;2
693;36-45;female;Santa Barbara;Other Religions;Single;Manager;Far Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.240838;2
692;26-35;female;Cambridge;Buddhist;Single;Manager;Left;Asexual;LOW;tv show;drink brand;soccer club;YES;0.219895;2
691;18-25;male;San Jose;Buddhist;Married;Professional;Right;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.335079;2
690;66-75;male;Cambridge;Buddhist;Divorced;Professional;Left;Homosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.183246;2
689;18-25;male;Cambridge;Buddhist;Divorced;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.418848;2
688;26-35;female;Boston;Christian;Single;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.293194;2
687;26-35;female;Winthrop;Hindu;Divorced;Professional;Left;Homosexual;LOW;drink brand;drink brand;entertainment;YES;0.518325;2
686;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.099476;3
685;26-35;female;Cambridge;No religious affiliation;Widowed;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.099476;5
684;26-35;female;Winthrop;Christian;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.162304;5
683;18-25;male;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.089005;5
682;18-25;female;Winthrop;Muslim;Single;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.146597;5
681;18-25;female;Cambridge;No religious affiliation;Single;Manager;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.157068;5
680;18-25;female;Winthrop;Muslim;Widowed;Manager;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.193717;5
679;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.094241;5
678;18-25;female;Cambridge;No religious affiliation;Single;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141361;5
677;56-65;male;Santa Barbara;Muslim;Single;Natural resources construction and maintenance;Far Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.151832;3
676;18-25;female;San Jose;Hindu;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.287958;5
675;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.178010;5
674;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.219895;5
673;26-35;female;Winthrop;Sikh;Married;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.214660;5
672;56-65;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.340314;5
671;18-25;female;Winthrop;Christian;Single;Professional;Center;Homosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.115183;5
670;18-25;female;Winthrop;No religious affiliation;Single;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.157068;5
669;26-35;female;Cambridge;Buddhist;Single;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.141361;2
668;18-25;female;Winthrop;No religious affiliation;Single;Professional;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.251309;5
667;26-35;female;Palo Alto;Muslim;Single;Student;Center;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.204188;5
666;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.246073;5
665;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.204188;2
664;18-25;male;Boston;Muslim;Married;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.376963;5
663;18-25;female;Santa Barbara;No religious affiliation;Married;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.146597;0
662;46-55;male;Palo Alto;Hindu;Widowed;Manager;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.267016;3
661;26-35;female;Boston;Christian;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.219895;2
660;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.251309;3
659;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.193717;0
658;66-75;female;Santa Barbara;Christian;Single;Professional;Center Right;Asexual;LOW;entertainment;entertainment;music artist;NO;0.340314;5
657;46-55;female;Boston;Buddhist;Single;Manager;Center;Bisexual;LOW;music artist;music artist;entertainment;NO;0.319372;2
656;26-35;male;Winthrop;Christian;Married;Service;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.513089;5
655;18-25;female;San Jose;Christian;Divorced;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.104712;5
654;26-35;female;Winthrop;Christian;Single;Manager;Center;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.188482;5
653;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.214660;2
652;26-35;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.172775;5
651;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.178010;2
650;66-75;female;Boston;Buddhist;Married;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.277487;2
649;18-25;female;Winthrop;Muslim;Married;Professional;Left;Bisexual;MEDIUM;music artist;music artist;entertainment;YES;0.340314;5
648;36-45;male;Winthrop;Muslim;Single;Sales and office;Center Right;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.193717;5
647;56-65;female;Winthrop;Muslim;Widowed;Professional;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.277487;5
646;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.240838;7
645;18-25;female;Santa Barbara;No religious affiliation;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.256545;5
644;18-25;male;Cambridge;Muslim;Single;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.198953;5
643;18-25;female;Boston;Hindu;Single;Professional;Center Right;Asexual;LOW;music artist;music artist;entertainment;NO;0.371728;5
642;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.356021;5
641;18-25;male;Winthrop;Muslim;Single;Manager;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.439791;5
640;18-25;female;Cambridge;Other Religions;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.146597;5
639;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.204188;5
638;26-35;male;Cambridge;No religious affiliation;Divorced;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.267016;2
637;18-25;female;Winthrop;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.303665;5
636;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.235602;4
635;26-35;female;Winthrop;Christian;Widowed;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.329843;5
634;26-35;female;Winthrop;Other Religions;Single;Service;Left;Homosexual;LOW;music artist;music artist;entertainment;YES;0.382199;2
633;26-35;male;Cambridge;Buddhist;Divorced;Professional;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.455497;2
632;26-35;male;Palo Alto;Muslim;Single;Student;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;YES;0.183246;1
631;18-25;male;Cambridge;Christian;Single;Student;Center Left;Asexual;MEDIUM;entertainment;entertainment;music artist;NO;0.298429;1
630;18-25;female;Cambridge;Hindu;Single;Manager;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.382199;2
629;36-45;male;Cambridge;Christian;Divorced;Production transportation and material moving;Left;Asexual;LOW;entertainment;entertainment;music artist;YES;0.445026;1
628;66-75;female;San Jose;Christian;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;tv show;drink brand;entertainment;YES;0.303665;4
627;18-25;female;Winthrop;Muslim;Single;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.502618;5
626;26-35;female;San Jose;Buddhist;Single;Manager;Center Left;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.429319;2
625;76-85;female;Winthrop;Muslim;Married;Student;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.638743;2
624;66-75;male;Palo Alto;Muslim;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.057592;4
623;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.115183;4
622;36-45;female;Boston;Buddhist;Married;Service;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.083770;2
621;26-35;female;Santa Barbara;Sikh;Single;Professional;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.172775;3
620;36-45;female;Winthrop;Muslim;Single;Sales and office;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.125654;0
619;66-75;female;San Jose;Jewish;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.167539;4
618;36-45;male;Santa Barbara;Christian;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.183246;0
617;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.235602;0
616;36-45;male;Boston;No religious affiliation;Married;Service;Center;Heterosexual;LOW;entertainment;drink brand;music artist;NO;0.130890;0
615;46-55;male;San Jose;Hindu;Widowed;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.115183;3
614;56-65;male;Santa Barbara;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.136126;3
613;56-65;male;San Jose;Sikh;Married;Sales and office;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.230366;3
612;26-35;female;Cambridge;Buddhist;Single;Manager;Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.157068;2
611;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.246073;5
610;26-35;female;Palo Alto;Hindu;Divorced;Production transportation and material moving;Right;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.214660;2
609;26-35;female;Cambridge;Sikh;Married;Manager;Left;Asexual;LOW;entertainment;entertainment;music artist;YES;0.356021;2
608;18-25;female;Winthrop;Buddhist;Single;Sales and office;Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.125654;2
607;66-75;male;Palo Alto;Christian;Single;Service;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.183246;4
606;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.151832;2
605;56-65;male;Santa Barbara;Hindu;Single;Production transportation and material moving;Center Right;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.240838;3
604;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.188482;0
603;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;entertainment;NO;0.230366;0
602;36-45;male;Boston;No religious affiliation;Divorced;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.246073;0
601;26-35;female;Palo Alto;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.324607;0
600;26-35;male;Winthrop;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.167539;0
599;36-45;male;Boston;Muslim;Divorced;Manager;Center;Bisexual;LOW;entertainment;entertainment;music artist;YES;0.235602;0
598;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.214660;2
597;56-65;male;Palo Alto;Hindu;Married;Student;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.314136;3
596;18-25;female;San Jose;Hindu;Single;Student;Center Left;Homosexual;LOW;music artist;music artist;entertainment;NO;0.251309;2
595;36-45;male;Boston;Christian;Married;Service;Center;Bisexual;LOW;music artist;music artist;entertainment;NO;0.335079;0
594;26-35;female;Cambridge;Buddhist;Married;Manager;Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.282723;2
593;26-35;female;Winthrop;Buddhist;Divorced;Manager;Left;Bisexual;LOW;music artist;music artist;entertainment;YES;0.586387;2
592;18-25;female;Winthrop;Christian;Divorced;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.172775;8
591;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.130890;0
590;26-35;female;San Jose;Hindu;Married;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.267016;2
589;26-35;female;Cambridge;Buddhist;Divorced;Manager;Left;Bisexual;MEDIUM;music artist;music artist;entertainment;YES;0.136126;2
588;46-55;male;Winthrop;Buddhist;Single;Sales and office;Center Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.214660;2
